"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"3225290","323294","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03311210"
"3225289","323294","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225288","323294","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3755"
"1833220","323294","","","Ontology Name for Source","nut food product"
"1833219","323294","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001172"
"1833218","323294","","","FoodOn Ontology Name for FDC Item","almond (dry, roasted)"
"1833217","323294","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03311210"
"1832756","323294","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832755","323294","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3755"
"3225155","323505","","","Ontology Name for Source","plant leaf vegetable food product"
"3225154","323505","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00002143"
"3225153","323505","","","FoodOn Ontology Name for FDC Item","kale leaf (whole, raw)"
"3225152","323505","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03304859"
"3225151","323505","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225150","323505","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3712"
"1833160","323505","","","Ontology Name for Source","plant leaf vegetable food product"
"1833159","323505","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00002143"
"1833158","323505","","","FoodOn Ontology Name for FDC Item","kale leaf (whole, raw)"
"1833157","323505","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03304859"
"1832730","323505","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832729","323505","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3712"
"3224903","323604","","","Ontology Name for Source","hen egg food product"
"3224902","323604","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001275"
"3224901","323604","","","FoodOn Ontology Name for FDC Item","hen egg liquid (pasteurized, frozen)"
"3224900","323604","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03306265"
"3224899","323604","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224898","323604","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"1833044","323604","","","Ontology Name for Source","egg food product"
"1833043","323604","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001277"
"1833042","323604","","","FoodOn Ontology Name for FDC Item","hen egg liquid (pasteurized, frozen)"
"1833041","323604","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03306265"
"1832675","323604","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832674","323604","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"3224891","323697","","","Ontology Name for Source","hen egg food product"
"3224890","323697","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001275"
"3224889","323697","","","FoodOn Ontology Name for FDC Item","hen egg white (pasteurized, frozen)"
"3224888","323697","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03304799"
"3224887","323697","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224886","323697","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"1833036","323697","","","Ontology Name for Source","egg food product"
"1833035","323697","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001275"
"1833034","323697","","","FoodOn Ontology Name for FDC Item","hen egg white (pasteurized, frozen)"
"1833033","323697","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03304799"
"1832671","323697","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832670","323697","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"3224885","323793","","","Ontology Name for Source","hen egg food product"
"3224884","323793","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001275"
"3224883","323793","","","FoodOn Ontology Name for FDC Item","hen egg white (dried)"
"3224882","323793","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03305612"
"3224881","323793","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224880","323793","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"1833032","323793","","","Ontology Name for Source","egg food product"
"1833031","323793","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001274"
"1833030","323793","","","FoodOn Ontology Name for FDC Item","hen egg white (dried)"
"1833029","323793","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03305612"
"1832669","323793","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832668","323793","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"3225359","324317","","","Ontology Name for Source","vegetable food product"
"3225358","324317","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001262"
"3225357","324317","","","FoodOn Ontology Name for FDC Item","onion ring (breaded, frozen)"
"3225356","324317","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301310"
"3225355","324317","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225354","324317","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_4679"
"1833264","324317","","","Ontology Name for Source","vegetable food product"
"1833263","324317","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001262"
"1833262","324317","","","FoodOn Ontology Name for FDC Item","onion ring (breaded, frozen)"
"1833261","324317","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301310"
"1832778","324317","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832777","324317","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/4679"
"3225443","324653","","","Ontology Name for Source","vegetable food product"
"3225442","324653","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001262"
"3225441","324653","","","FoodOn Ontology Name for FDC Item","dill pickle"
"3225440","324653","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03306757"
"3225439","324653","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225438","324653","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3659"
"1833296","324653","","","Ontology Name for Source","vegetable food product"
"1833295","324653","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001262"
"1833294","324653","","","FoodOn Ontology Name for FDC Item","dill pickle"
"1833293","324653","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03306757"
"1832794","324653","","","NCBI Taxon Parent","http://purl.bioontology.org/ontology/NCBITAXON/33090"
"1832793","324653","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3659"
"1833288","324860","","","Ontology Name for Source","legume food product"
"1833287","324860","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001264"
"1833286","324860","","","FoodOn Ontology Name for FDC Item","peanut butter (creamy)"
"1833285","324860","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03306903"
"1832790","324860","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832789","324860","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3818"
"3224831","325036","","","Ontology Name for Source","dairy food product"
"3224830","325036","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001256"
"3224829","325036","","","FoodOn Ontology Name for FDC Item","parmesan cheese (grated)"
"3224828","325036","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03302978"
"3224827","325036","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224826","325036","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"1833004","325036","","","Ontology Name for Source","dairy food product"
"1833003","325036","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001256"
"1833002","325036","","","FoodOn Ontology Name for FDC Item","parmesan cheese (grated)"
"1833001","325036","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03302978"
"1832655","325036","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832654","325036","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"3224843","325198","","","Ontology Name for Source","dairy food product"
"3224842","325198","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001256"
"3224841","325198","","","FoodOn Ontology Name for FDC Item","pasteurized process cheese food"
"3224840","325198","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303517"
"3224839","325198","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224838","325198","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"1833008","325198","","","Ontology Name for Source","dairy food product"
"1833007","325198","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001257"
"1833006","325198","","","FoodOn Ontology Name for FDC Item","pasteurized process cheese food"
"1833005","325198","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303517"
"1832657","325198","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832656","325198","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"3225113","325287","","","Ontology Name for Source","plant derived beverage"
"3225112","325287","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001253"
"3225111","325287","","","FoodOn Ontology Name for FDC Item","white grapefruit juice"
"3225110","325287","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_00003293"
"3225109","325287","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225108","325287","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_37656"
"1833140","325287","","","Ontology Name for Source","plant derived beverage"
"1833139","325287","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001253"
"1833138","325287","","","FoodOn Ontology Name for FDC Item","white grapefruit juice"
"1833137","325287","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_00003293"
"1832721","325287","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832720","325287","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/37656"
"3225401","325430","","","Ontology Name for Source","plant fruit food product"
"3225400","325430","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001057"
"3225399","325430","","","FoodOn Ontology Name for FDC Item","peach (whole, raw)"
"3225398","325430","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301719"
"3225397","325430","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225396","325430","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3760"
"1833284","325430","","","Ontology Name for Source","plant fruit food product"
"1833283","325430","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001057"
"1833282","325430","","","FoodOn Ontology Name for FDC Item","peach (whole, raw)"
"1833281","325430","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301719"
"1832788","325430","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832787","325430","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3760"
"3225527","325524","","","Ontology Name for Source","plant seed food product"
"3225526","325524","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001173"
"3225525","325524","","","FoodOn Ontology Name for FDC Item","sunflower seed (whole, shell off, roasted)"
"3225524","325524","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_00003298"
"3225523","325524","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225522","325524","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_4231"
"1833328","325524","","","Ontology Name for Source","plant seed food product"
"1833327","325524","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001173"
"1833326","325524","","","FoodOn Ontology Name for FDC Item","sunflower seed (whole, shell off, roasted)"
"1833325","325524","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_00003298"
"1832808","325524","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832807","325524","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/4231"
"3224741","325871","","","Ontology Name for Source","bread food product"
"3224740","325871","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001183"
"3224739","325871","","","FoodOn Ontology Name for FDC Item","white bread"
"3224738","325871","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301055"
"3224737","325871","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3224736","325871","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_4564"
"1832960","325871","","","Ontology Name for Source","wheat flour"
"1832959","325871","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_03301116"
"1832958","325871","","","FoodOn Ontology Name for FDC Item","white bread"
"1832957","325871","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301055"
"1832633","325871","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832632","325871","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/4564"
"3225149","326196","","","Ontology Name for Source","plant leaf vegetable food product"
"3225148","326196","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00002143"
"3225147","326196","","","FoodOn Ontology Name for FDC Item","kale (frozen)"
"3225146","326196","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03311034"
"3225145","326196","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225144","326196","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3712"
"1833156","326196","","","Ontology Name for Source","plant leaf vegetable food product"
"1833155","326196","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00002143"
"1833154","326196","","","FoodOn Ontology Name for FDC Item","kale (frozen)"
"1833153","326196","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03311034"
"1832728","326196","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832727","326196","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3712"
"3225275","326698","","","Ontology Name for Source","mustard condiment food product"
"3225274","326698","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00002052"
"3225273","326698","","","FoodOn Ontology Name for FDC Item","mustard (prepared)"
"3225272","326698","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301186"
"3225271","326698","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225270","326698","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3728"
"1833212","326698","","","Ontology Name for Source","mustard condiment food product"
"1833211","326698","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00002052"
"1833210","326698","","","FoodOn Ontology Name for FDC Item","mustard (prepared)"
"1833209","326698","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301186"
"3225167","327046","","","Ontology Name for Source","plant fruit food product"
"3225166","327046","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001057"
"3225165","327046","","","FoodOn Ontology Name for FDC Item","kiwifruit (whole, raw)"
"3225164","327046","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303398"
"3225163","327046","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225162","327046","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3627"
"1833168","327046","","","Ontology Name for Source","plant fruit food product"
"1833167","327046","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001057"
"1833166","327046","","","FoodOn Ontology Name for FDC Item","kiwifruit (whole, raw)"
"1833165","327046","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303398"
"1832732","327046","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832731","327046","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3627"
"5579","327046","0","1000","","Chinese gooseberry"
"3225281","327357","","","Ontology Name for Source","plant fruit food product"
"3225280","327357","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001057"
"3225279","327357","","","FoodOn Ontology Name for FDC Item","nectarine (whole, raw)"
"3225278","327357","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301107"
"3225277","327357","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_35493"
"3225276","327357","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_3760"
"1833216","327357","","","Ontology Name for Source","plant fruit food product"
"1833215","327357","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001057"
"1833214","327357","","","FoodOn Ontology Name for FDC Item","nectarine (whole, raw)"
"1833213","327357","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03301107"
"1832754","327357","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33090"
"1832753","327357","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3760"
"3224801","328637","","","Ontology Name for Source","milk or milk based food product"
"3224800","328637","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001257"
"3224799","328637","","","FoodOn Ontology Name for FDC Item","cheddar cheese"
"3224798","328637","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03302458"
"3224797","328637","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224796","328637","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"1832988","328637","","","Ontology Name for Source","milk or milk based food product"
"1832987","328637","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001257"
"1832986","328637","","","FoodOn Ontology Name for FDC Item","cheddar cheese"
"1832985","328637","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03302458"
"1832647","328637","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832646","328637","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"3224807","328841","","","Ontology Name for Source","milk or milk based food product"
"3224806","328841","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001257"
"3224805","328841","","","FoodOn Ontology Name for FDC Item","cottage cheese (lowfat)"
"3224804","328841","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303720"
"3224803","328841","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224802","328841","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"1832992","328841","","","Ontology Name for Source","milk or milk based food product"
"1832991","328841","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001258"
"1832990","328841","","","FoodOn Ontology Name for FDC Item","cottage cheese (lowfat)"
"1832989","328841","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303720"
"1832649","328841","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832648","328841","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"3224825","329370","","","Ontology Name for Source","milk or milk based food product"
"3224824","329370","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001257"
"3224823","329370","","","FoodOn Ontology Name for FDC Item","mozzarella cheese low-moisture part-skim"
"3224822","329370","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303579"
"3224821","329370","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224820","329370","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"1833000","329370","","","Ontology Name for Source","milk or milk based food product"
"1832999","329370","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001260"
"1832998","329370","","","FoodOn Ontology Name for FDC Item","mozzarella cheese low-moisture part-skim"
"1832997","329370","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03303579"
"1832653","329370","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832652","329370","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9913"
"3224897","329490","","","Ontology Name for Source","hen egg food product"
"3224896","329490","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001275"
"3224895","329490","","","FoodOn Ontology Name for FDC Item","hen egg (shell off, solids, dried)"
"3224894","329490","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03311041"
"3224893","329490","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224892","329490","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"1833040","329490","","","Ontology Name for Source","egg food product"
"1833039","329490","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001276"
"1833038","329490","","","FoodOn Ontology Name for FDC Item","hen egg (shell off, solids, dried)"
"1833037","329490","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03311041"
"1832673","329490","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832672","329490","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"3224915","329596","","","Ontology Name for Source","hen egg food product"
"3224914","329596","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001275"
"3224913","329596","","","FoodOn Ontology Name for FDC Item","hen egg yolk (frozen)"
"3224912","329596","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03304626"
"3224911","329596","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33208"
"3224910","329596","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"1833052","329596","","","Ontology Name for Source","egg food product"
"1833051","329596","","","Ontology ID for Source","http://purl.obolibrary.org/obo/FOODON_00001279"
"1833050","329596","","","FoodOn Ontology Name for FDC Item","hen egg yolk (frozen)"
"1833049","329596","","","FoodOn Ontology ID for FDC Item","http://purl.obolibrary.org/obo/FOODON_03304626"
"1832679","329596","","","NCBI Taxon Parent","http://purl.obolibrary.org/obo/NCBITaxon_33154"
"1832678","329596","","","NCBI Taxon","http://purl.obolibrary.org/obo/NCBITaxon_9031"
"3224909","329716","","","Ontology Name for Source","hen egg food product"
